TimeEDT,TemperatureF,Dew PointF,Humidity,Sea Level PressureIn,VisibilityMPH,Wind Direction,Wind SpeedMPH,Gust SpeedMPH,PrecipitationIn,Events,Conditions,WindDirDegrees,DateUTC
1:51 PM,88.0,63.0,43,29.78,9.0,WSW,10.4,18.4,N/A,,Clear,240,2014-07-07 17:51:00<br />
2:51 PM,88.0,66.0,48,29.77,9.0,North,-9999.0,-,N/A,,Partly Cloudy,0,2014-07-07 18:51:00<br />
3:51 PM,88.0,66.0,48,29.75,9.0,Variable,6.9,17.3,N/A,,Clear,0,2014-07-07 19:51:00<br />
4:51 PM,90.0,61.0,38,29.74,10.0,Variable,5.8,-,N/A,,Clear,0,2014-07-07 20:51:00<br />
5:51 PM,87.1,64.0,46,29.73,9.0,Variable,6.9,-,N/A,,Clear,0,2014-07-07 21:51:00<br />
6:51 PM,88.0,63.0,43,29.74,9.0,North,-9999.0,-,N/A,,Clear,0,2014-07-07 22:51:00<br />
7:51 PM,86.0,63.0,46,29.76,9.0,Variable,4.6,-,N/A,,Clear,0,2014-07-07 23:51:00<br />
8:51 PM,84.9,61.0,44,29.78,10.0,Variable,5.8,23.0,N/A,,Clear,0,2014-07-08 00:51:00<br />
9:51 PM,84.9,61.0,44,29.79,10.0,WSW,8.1,-,N/A,,Clear,240,2014-07-08 01:51:00<br />
10:51 PM,82.9,62.1,49,29.80,10.0,Variable,4.6,-,N/A,,Clear,0,2014-07-08 02:51:00<br />
11:51 PM,82.0,64.0,54,29.81,10.0,Variable,4.6,-,N/A,,Clear,0,2014-07-08 03:51:00<br />
12:51 AM,80.1,62.1,54,29.85,10.0,Variable,6.9,-,N/A,,Overcast,0,2014-07-08 04:51:00<br />
12:56 AM,77.0,64.0,64,29.89,1.8,Variable,6.9,20.7,0.00,Rain,Light Rain,0,2014-07-08 04:56:00<br />
1:14 AM,71.1,68.0,90,29.90,0.8,Variable,5.8,-,0.18,Rain,Heavy Rain,0,2014-07-08 05:14:00<br />
1:25 AM,71.1,68.0,90,29.88,1.2,Calm,Calm,-,0.35,Rain,Rain,0,2014-07-08 05:25:00<br />
1:33 AM,71.1,68.0,90,29.86,2.5,Variable,3.5,-,0.39,Rain,Rain,0,2014-07-08 05:33:00<br />
1:43 AM,71.1,68.0,90,29.86,5.0,Calm,Calm,-,0.41,Rain,Light Rain,0,2014-07-08 05:43:00<br />
1:51 AM,72.0,68.0,87,29.83,5.0,Calm,Calm,-,0.42,Rain,Light Rain,0,2014-07-08 05:51:00<br />
2:51 AM,71.1,68.0,90,29.80,9.0,West,5.8,-,0.01,,Mostly Cloudy,260,2014-07-08 06:51:00<br />
3:51 AM,72.0,69.1,91,29.80,7.0,Calm,Calm,-,N/A,,Clear,0,2014-07-08 07:51:00<br />
4:51 AM,72.0,69.1,91,29.78,7.0,Variable,3.5,-,N/A,,Clear,0,2014-07-08 08:51:00<br />
5:51 AM,72.0,68.0,87,29.77,6.0,Calm,Calm,-,N/A,,Clear,0,2014-07-08 09:51:00<br />
6:51 AM,73.9,68.0,82,29.79,7.0,SW,3.5,-,N/A,,Clear,230,2014-07-08 10:51:00<br />
7:51 AM,75.9,69.1,79,29.83,7.0,Variable,5.8,-,N/A,,Clear,0,2014-07-08 11:51:00<br />
8:51 AM,77.0,69.1,76,29.83,7.0,Variable,5.8,-,N/A,,Clear,0,2014-07-08 12:51:00<br />
9:51 AM,80.1,70.0,71,29.83,7.0,Variable,5.8,-,N/A,,Clear,0,2014-07-08 13:51:00<br />
10:51 AM,82.4,68.0,62,29.82,8.0,Variable,3.5,-,N/A,,Clear,0,2014-07-08 14:51:00<br />
11:51 AM,88.0,64.9,46,29.80,8.0,Variable,4.6,-,N/A,,Clear,0,2014-07-08 15:51:00<br />
12:51 PM,89.1,66.0,46,29.79,9.0,Variable,5.8,19.6,N/A,,Partly Cloudy,0,2014-07-08 16:51:00<br />
1:51 PM,89.1,68.0,50,29.78,8.0,North,-9999.0,-,N/A,,Scattered Clouds,0,2014-07-08 17:51:00<br />
2:51 PM,89.1,68.0,50,29.75,8.0,South,4.6,-,N/A,,Clear,170,2014-07-08 18:51:00<br />
3:51 PM,88.0,68.0,51,29.73,9.0,Variable,4.6,-,N/A,,Clear,0,2014-07-08 19:51:00<br />
4:51 PM,88.0,66.9,49,29.70,9.0,South,4.6,-,N/A,,Clear,190,2014-07-08 20:51:00<br />
5:51 PM,89.1,64.0,43,29.69,9.0,North,-9999.0,-,N/A,,Scattered Clouds,0,2014-07-08 21:51:00<br />
6:51 PM,86.0,66.9,53,29.69,8.0,Variable,5.8,-,N/A,,Clear,0,2014-07-08 22:51:00<br />
7:51 PM,84.9,69.1,59,29.68,8.0,Variable,5.8,-,N/A,,Clear,0,2014-07-08 23:51:00<br />
8:51 PM,84.0,69.1,61,29.69,9.0,Variable,3.5,-,N/A,,Clear,0,2014-07-09 00:51:00<br />
9:51 PM,84.0,68.0,58,29.69,9.0,North,-9999.0,-,N/A,,Clear,0,2014-07-09 01:51:00<br />
10:51 PM,77.0,66.0,69,29.76,9.0,WSW,12.7,21.9,0.00,Rain,Light Rain,250,2014-07-09 02:51:00<br />
11:51 PM,75.9,64.9,69,29.78,10.0,Variable,6.9,-,0.00,,Clear,0,2014-07-09 03:51:00<br />
12:51 AM,75.0,64.9,71,29.78,10.0,North,-9999.0,-,N/A,,Clear,0,2014-07-09 04:51:00<br />
1:51 AM,73.0,64.9,76,29.79,10.0,WSW,6.9,-,N/A,,Clear,240,2014-07-09 05:51:00<br />
2:51 AM,73.0,64.9,76,29.79,10.0,Variable,6.9,-,N/A,,Clear,0,2014-07-09 06:51:00<br />
3:51 AM,73.0,64.9,76,29.79,10.0,North,-9999.0,-,N/A,,Clear,0,2014-07-09 07:51:00<br />
4:51 AM,73.0,64.9,76,29.81,10.0,Variable,5.8,-,N/A,,Clear,0,2014-07-09 08:51:00<br />
5:51 AM,72.0,64.9,78,29.84,10.0,North,-9999.0,-,N/A,,Clear,0,2014-07-09 09:51:00<br />
6:51 AM,72.0,64.9,78,29.86,10.0,Variable,4.6,-,N/A,,Clear,0,2014-07-09 10:51:00<br />
7:51 AM,73.0,64.9,76,29.87,10.0,Variable,3.5,-,N/A,,Clear,0,2014-07-09 11:51:00<br />
8:51 AM,75.9,64.9,69,29.88,10.0,Variable,4.6,-,N/A,,Clear,0,2014-07-09 12:51:00<br />
9:51 AM,78.1,63.0,60,29.88,10.0,Variable,6.9,-,N/A,,Scattered Clouds,0,2014-07-09 13:51:00<br />
10:51 AM,81.0,61.0,50,29.89,10.0,Calm,Calm,-,N/A,,Scattered Clouds,0,2014-07-09 14:51:00<br />
11:51 AM,81.0,63.0,54,29.90,10.0,Variable,3.5,-,N/A,,Scattered Clouds,0,2014-07-09 15:51:00<br />
12:51 PM,84.9,61.0,44,29.89,10.0,Variable,3.5,-,N/A,,Partly Cloudy,0,2014-07-09 16:51:00<br />
1:51 PM,86.0,59.0,40,29.89,10.0,WSW,10.4,-,N/A,,Clear,240,2014-07-09 17:51:00<br />
2:51 PM,84.9,64.0,49,29.87,10.0,Variable,4.6,-,N/A,,Scattered Clouds,0,2014-07-09 18:51:00<br />
3:51 PM,84.0,66.9,56,29.86,10.0,Variable,6.9,-,N/A,,Scattered Clouds,0,2014-07-09 19:51:00<br />
4:51 PM,82.9,68.0,60,29.85,9.0,South,8.1,-,N/A,,Mostly Cloudy,170,2014-07-09 20:51:00<br />
5:51 PM,82.0,69.1,65,29.84,9.0,Variable,4.6,-,N/A,,Clear,0,2014-07-09 21:51:00<br />
6:51 PM,81.0,68.0,65,29.86,9.0,Variable,3.5,-,N/A,,Partly Cloudy,0,2014-07-09 22:51:00<br />
7:51 PM,84.0,64.0,51,29.88,10.0,North,-9999.0,-,N/A,,Scattered Clouds,0,2014-07-09 23:51:00<br />
8:06 PM,78.1,64.9,64,29.93,1.2,NW,8.1,-,0.00,Rain,Rain,320,2014-07-10 00:06:00<br />
8:15 PM,72.0,66.9,84,29.92,0.8,Variable,4.6,20.7,0.09,Rain,Rain,0,2014-07-10 00:15:00<br />
8:20 PM,72.0,66.9,84,29.93,2.5,West,4.6,-,0.09,Rain,Light Rain,270,2014-07-10 00:20:00<br />
8:27 PM,72.0,69.1,91,29.93,7.0,Calm,Calm,-,0.09,,Mostly Cloudy,0,2014-07-10 00:27:00<br />
8:51 PM,71.1,66.9,87,29.91,10.0,Calm,Calm,-,0.09,,Scattered Clouds,0,2014-07-10 00:51:00<br />
9:51 PM,73.0,68.0,84,29.93,10.0,Calm,Calm,-,N/A,,Clear,0,2014-07-10 01:51:00<br />
10:51 PM,73.0,64.9,76,29.94,10.0,North,5.8,-,N/A,,Clear,350,2014-07-10 02:51:00<br />
11:51 PM,75.9,63.0,64,29.96,10.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2014-07-10 03:51:00<br />
12:51 AM,73.0,64.9,76,29.96,10.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2014-07-10 04:51:00<br />
1:51 AM,73.9,63.0,68,29.98,10.0,Calm,Calm,-,N/A,,Scattered Clouds,0,2014-07-10 05:51:00<br />
2:51 AM,75.0,60.1,60,29.98,10.0,Calm,Calm,-,N/A,,Clear,0,2014-07-10 06:51:00<br />
3:51 AM,73.9,60.1,62,29.99,10.0,Calm,Calm,-,N/A,,Clear,0,2014-07-10 07:51:00<br />
4:51 AM,72.0,60.1,66,30.01,10.0,Variable,3.5,-,N/A,,Clear,0,2014-07-10 08:51:00<br />
5:51 AM,72.0,62.1,71,30.02,10.0,NE,5.8,-,N/A,,Clear,50,2014-07-10 09:51:00<br />
6:51 AM,72.0,60.1,66,30.05,10.0,NNE,5.8,-,N/A,,Scattered Clouds,30,2014-07-10 10:51:00<br />
7:51 AM,72.0,62.1,71,30.07,10.0,Variable,6.9,-,N/A,,Partly Cloudy,0,2014-07-10 11:51:00<br />
8:51 AM,73.0,62.1,68,30.09,10.0,Variable,3.5,-,N/A,,Mostly Cloudy,0,2014-07-10 12:51:00<br />
9:51 AM,73.9,63.0,68,30.10,10.0,Variable,4.6,-,N/A,,Scattered Clouds,0,2014-07-10 13:51:00<br />
10:51 AM,75.0,62.1,64,30.12,10.0,Variable,3.5,-,N/A,,Scattered Clouds,0,2014-07-10 14:51:00<br />
11:51 AM,75.9,61.0,60,30.12,10.0,Variable,4.6,-,N/A,,Clear,0,2014-07-10 15:51:00<br />
12:51 PM,78.1,60.1,54,30.12,10.0,Variable,4.6,-,N/A,,Clear,0,2014-07-10 16:51:00<br />
1:51 PM,80.1,60.1,50,30.11,10.0,Variable,5.8,-,N/A,,Mostly Cloudy,0,2014-07-10 17:51:00<br />
2:51 PM,81.0,60.1,49,30.09,10.0,Variable,3.5,-,N/A,,Clear,0,2014-07-10 18:51:00<br />
3:51 PM,81.0,62.1,52,30.09,10.0,Variable,3.5,-,N/A,,Clear,0,2014-07-10 19:51:00<br />
4:51 PM,82.4,60.8,48,30.11,10.0,Variable,5.8,-,N/A,,Clear,0,2014-07-10 20:51:00<br />
5:51 PM,79.0,61.0,54,30.08,10.0,Calm,Calm,-,N/A,,Clear,0,2014-07-10 21:51:00<br />
6:51 PM,75.9,60.1,58,30.09,10.0,Variable,5.8,-,N/A,,Clear,0,2014-07-10 22:51:00<br />
7:51 PM,75.0,60.1,60,30.11,10.0,Calm,Calm,-,N/A,,Clear,0,2014-07-10 23:51:00<br />
8:51 PM,75.0,60.1,60,30.12,10.0,North,-9999.0,-,N/A,,Clear,0,2014-07-11 00:51:00<br />
9:51 PM,73.9,62.1,66,30.12,10.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2014-07-11 01:51:00<br />
10:51 PM,75.0,62.1,64,30.13,10.0,Calm,Calm,-,N/A,,Overcast,0,2014-07-11 02:51:00<br />
11:51 PM,73.9,62.1,66,30.14,10.0,Calm,Calm,-,N/A,,Overcast,0,2014-07-11 03:51:00<br />
12:51 AM,73.9,62.1,66,30.13,10.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2014-07-11 04:51:00<br />
1:51 AM,73.9,61.0,64,30.13,10.0,WNW,3.5,-,N/A,,Mostly Cloudy,290,2014-07-11 05:51:00<br />
2:51 AM,73.0,61.0,66,30.13,10.0,NE,3.5,-,N/A,,Clear,50,2014-07-11 06:51:00<br />
3:51 AM,73.9,62.1,66,30.14,10.0,NNE,3.5,-,N/A,,Partly Cloudy,30,2014-07-11 07:51:00<br />
4:51 AM,73.9,63.0,68,30.14,10.0,NE,4.6,-,N/A,,Partly Cloudy,50,2014-07-11 08:51:00<br />
5:51 AM,73.0,54.0,51,30.16,10.0,ENE,9.2,-,N/A,,Partly Cloudy,60,2014-07-11 09:51:00<br />
6:51 AM,72.0,55.9,57,30.17,10.0,Variable,4.6,-,N/A,,Clear,0,2014-07-11 10:51:00<br />
7:51 AM,73.0,53.1,49,30.19,10.0,North,8.1,-,N/A,,Overcast,10,2014-07-11 11:51:00<br />
8:51 AM,73.9,53.1,48,30.20,10.0,Variable,4.6,-,N/A,,Partly Cloudy,0,2014-07-11 12:51:00<br />
9:51 AM,75.9,55.0,48,30.21,10.0,Variable,4.6,-,N/A,,Scattered Clouds,0,2014-07-11 13:51:00<br />
10:51 AM,79.0,55.0,44,30.20,10.0,Variable,4.6,-,N/A,,Clear,0,2014-07-11 14:51:00<br />
11:51 AM,82.0,53.1,37,30.20,10.0,Variable,4.6,-,N/A,,Clear,0,2014-07-11 15:51:00<br />
12:51 PM,82.9,55.0,38,30.19,10.0,Variable,5.8,-,N/A,,Clear,0,2014-07-11 16:51:00<br />
1:51 PM,84.0,55.0,37,30.18,10.0,Variable,5.8,-,N/A,,Clear,0,2014-07-11 17:51:00<br />
2:51 PM,84.9,55.9,37,30.18,10.0,North,6.9,-,N/A,,Clear,10,2014-07-11 18:51:00<br />
3:51 PM,84.0,57.0,40,30.17,10.0,ENE,5.8,-,N/A,,Partly Cloudy,60,2014-07-11 19:51:00<br />
4:51 PM,81.0,59.0,47,30.17,10.0,Calm,Calm,-,N/A,,Scattered Clouds,0,2014-07-11 20:51:00<br />
5:51 PM,78.1,61.0,56,30.17,10.0,South,4.6,-,N/A,,Mostly Cloudy,170,2014-07-11 21:51:00<br />
6:51 PM,77.0,62.1,60,30.18,10.0,Calm,Calm,-,N/A,,Partly Cloudy,0,2014-07-11 22:51:00<br />
7:51 PM,75.9,62.1,62,30.19,10.0,South,6.9,-,N/A,,Overcast,170,2014-07-11 23:51:00<br />
8:51 PM,73.9,63.0,68,30.19,10.0,Calm,Calm,-,N/A,,Clear,0,2014-07-12 00:51:00<br />
9:51 PM,73.0,62.1,68,30.20,10.0,Calm,Calm,-,N/A,,Clear,0,2014-07-12 01:51:00<br />
10:51 PM,72.0,61.0,68,30.21,10.0,Calm,Calm,-,N/A,,Clear,0,2014-07-12 02:51:00<br />
11:51 PM,72.0,61.0,68,30.22,10.0,West,4.6,-,N/A,,Clear,280,2014-07-12 03:51:00<br />
12:51 AM,72.0,61.0,68,30.23,10.0,Calm,Calm,-,N/A,,Clear,0,2014-07-12 04:51:00<br />
1:51 AM,72.0,62.1,71,30.23,10.0,Calm,Calm,-,N/A,,Clear,0,2014-07-12 05:51:00<br />
2:51 AM,72.0,61.0,68,30.22,10.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2014-07-12 06:51:00<br />
3:51 AM,72.0,61.0,68,30.21,10.0,Calm,Calm,-,N/A,,Partly Cloudy,0,2014-07-12 07:51:00<br />
4:51 AM,72.0,61.0,68,30.22,10.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2014-07-12 08:51:00<br />
5:51 AM,71.1,61.0,70,30.23,9.0,Calm,Calm,-,N/A,,Clear,0,2014-07-12 09:51:00<br />
6:51 AM,73.0,64.0,73,30.23,8.0,Calm,Calm,-,N/A,,Clear,0,2014-07-12 10:51:00<br />
7:51 AM,73.9,61.0,64,30.23,9.0,West,4.6,-,N/A,,Clear,260,2014-07-12 11:51:00<br />
8:51 AM,75.9,59.0,56,30.23,10.0,Variable,3.5,-,N/A,,Clear,0,2014-07-12 12:51:00<br />
9:51 AM,78.1,62.1,58,30.23,10.0,Calm,Calm,-,N/A,,Clear,0,2014-07-12 13:51:00<br />
10:51 AM,80.1,60.1,50,30.22,10.0,Variable,3.5,-,N/A,,Clear,0,2014-07-12 14:51:00<br />
11:51 AM,81.0,62.1,52,30.21,10.0,Variable,3.5,-,N/A,,Clear,0,2014-07-12 15:51:00<br />
12:51 PM,84.0,61.0,46,30.19,10.0,Calm,Calm,-,N/A,,Clear,0,2014-07-12 16:51:00<br />
1:51 PM,84.2,62.6,48,30.22,10.0,South,10.4,19.6,N/A,,Scattered Clouds,180,2014-07-12 17:51:00<br />
2:51 PM,82.9,62.1,49,30.18,10.0,South,10.4,18.4,N/A,,Clear,180,2014-07-12 18:51:00<br />
3:51 PM,81.0,55.9,42,30.17,10.0,North,-9999.0,-,N/A,,Clear,0,2014-07-12 19:51:00<br />
4:51 PM,80.1,57.9,47,30.17,10.0,North,-9999.0,-,N/A,,Clear,0,2014-07-12 20:51:00<br />
5:51 PM,79.0,57.0,47,30.15,10.0,Variable,5.8,-,N/A,,Clear,0,2014-07-12 21:51:00<br />
6:51 PM,78.1,57.0,48,30.14,10.0,Variable,4.6,-,N/A,,Clear,0,2014-07-12 22:51:00<br />
7:51 PM,75.9,57.9,54,30.14,10.0,Variable,3.5,-,N/A,,Clear,0,2014-07-12 23:51:00<br />
8:51 PM,75.0,61.0,62,30.14,10.0,South,6.9,-,N/A,,Clear,180,2014-07-13 00:51:00<br />
9:51 PM,75.0,61.0,62,30.14,10.0,Variable,4.6,-,N/A,,Overcast,0,2014-07-13 01:51:00<br />
10:51 PM,75.0,57.0,53,30.14,10.0,Variable,4.6,-,N/A,,Overcast,0,2014-07-13 02:51:00<br />
11:51 PM,73.9,57.9,57,30.13,10.0,Variable,3.5,-,N/A,,Clear,0,2014-07-13 03:51:00<br />
12:51 AM,73.9,57.9,57,30.13,10.0,Variable,3.5,-,N/A,,Clear,0,2014-07-13 04:51:00<br />
1:51 AM,73.0,60.1,64,30.12,10.0,North,-9999.0,-,N/A,,Clear,0,2014-07-13 05:51:00<br />
2:51 AM,73.0,62.1,68,30.10,10.0,WSW,8.1,16.1,N/A,,Clear,250,2014-07-13 06:51:00<br />
3:51 AM,73.0,64.0,73,30.09,10.0,Variable,4.6,-,N/A,,Mostly Cloudy,0,2014-07-13 07:51:00<br />
4:51 AM,72.0,64.9,78,30.09,10.0,Variable,3.5,-,N/A,,Overcast,0,2014-07-13 08:51:00<br />
5:51 AM,72.0,64.9,78,30.09,10.0,SSW,3.5,-,N/A,,Mostly Cloudy,210,2014-07-13 09:51:00<br />
6:51 AM,72.0,64.9,78,30.09,9.0,Variable,3.5,-,N/A,,Scattered Clouds,0,2014-07-13 10:51:00<br />
7:51 AM,73.9,64.9,73,30.08,10.0,Variable,5.8,-,N/A,,Clear,0,2014-07-13 11:51:00<br />
8:37 AM,75.0,66.0,73,30.11,10.0,Calm,Calm,-,N/A,,Mostly Cloudy,0,2014-07-13 12:37:00<br />
8:51 AM,75.0,66.0,73,30.08,10.0,WSW,5.8,-,N/A,,Overcast,250,2014-07-13 12:51:00<br />
9:51 AM,75.0,66.9,76,30.06,9.0,Variable,4.6,-,N/A,,Overcast,0,2014-07-13 13:51:00<br />
10:51 AM,73.9,70.0,87,30.05,7.0,Variable,4.6,-,0.00,,Overcast,0,2014-07-13 14:51:00<br />
11:21 AM,78.1,70.0,76,30.07,8.0,Variable,4.6,-,N/A,,Mostly Cloudy,0,2014-07-13 15:21:00<br />
11:51 AM,80.1,69.1,69,30.04,9.0,Variable,3.5,-,N/A,,Partly Cloudy,0,2014-07-13 15:51:00<br />
12:51 PM,81.0,68.0,65,30.02,9.0,Variable,4.6,-,N/A,,Scattered Clouds,0,2014-07-13 16:51:00<br />
1:51 PM,82.0,68.0,62,30.00,9.0,SSE,5.8,-,N/A,,Partly Cloudy,150,2014-07-13 17:51:00<br />
2:51 PM,80.1,69.1,69,29.98,9.0,Variable,4.6,-,N/A,,Clear,0,2014-07-13 18:51:00<br />
3:51 PM,78.1,68.0,71,29.96,9.0,SSE,9.2,-,N/A,,Partly Cloudy,160,2014-07-13 19:51:00<br />
4:15 PM,75.9,71.1,85,29.97,2.5,Variable,3.5,-,0.03,Rain,Light Rain,0,2014-07-13 20:15:00<br />
4:22 PM,77.0,71.1,82,29.97,7.0,Variable,3.5,-,0.03,,Scattered Clouds,0,2014-07-13 20:22:00<br />
4:51 PM,77.0,70.0,79,29.92,8.0,SSE,8.1,-,0.03,,Clear,160,2014-07-13 20:51:00<br />
5:51 PM,78.1,70.0,76,29.91,8.0,Variable,5.8,-,N/A,,Clear,0,2014-07-13 21:51:00<br />
6:51 PM,78.1,69.1,74,29.90,8.0,Variable,5.8,-,N/A,,Clear,0,2014-07-13 22:51:00<br />
7:51 PM,78.1,70.0,76,29.90,8.0,Variable,4.6,-,N/A,,Clear,0,2014-07-13 23:51:00<br />
8:51 PM,79.0,70.0,74,29.91,9.0,South,5.8,-,N/A,,Clear,170,2014-07-14 00:51:00<br />
9:51 PM,78.1,70.0,76,29.90,9.0,Variable,4.6,-,N/A,,Clear,0,2014-07-14 01:51:00<br />
10:51 PM,79.0,69.1,72,29.91,9.0,South,5.8,-,N/A,,Partly Cloudy,180,2014-07-14 02:51:00<br />
12:51 AM,71.6,69.8,94,-9999,-9999.0,North,-9999.0,-,N/A,,Unknown,0,2014-07-14 04:51:00<br />
1:51 AM,69.8,69.8,100,-9999,-9999.0,North,-9999.0,-,N/A,,Unknown,0,2014-07-14 05:51:00<br />
2:51 AM,71.6,69.8,94,-9999,-9999.0,North,-9999.0,-,N/A,,Unknown,0,2014-07-14 06:51:00<br />
3:51 AM,71.6,69.8,94,-9999,-9999.0,North,-9999.0,-,N/A,,Unknown,0,2014-07-14 07:51:00<br />
4:51 AM,71.6,69.8,94,-9999,-9999.0,North,-9999.0,-,N/A,,Unknown,0,2014-07-14 08:51:00<br />
5:51 AM,71.6,69.8,94,-9999,-9999.0,North,-9999.0,-,N/A,,Unknown,0,2014-07-14 09:51:00<br />
6:51 AM,71.6,69.8,94,-9999,-9999.0,North,-9999.0,-,N/A,,Unknown,0,2014-07-14 10:51:00<br />
7:51 AM,71.6,71.6,100,-9999,-9999.0,North,-9999.0,-,N/A,,Unknown,0,2014-07-14 11:51:00<br />
8:51 AM,71.6,71.6,100,-9999,-9999.0,North,-9999.0,-,N/A,,Unknown,0,2014-07-14 12:51:00<br />
9:51 AM,73.4,71.6,94,-9999,-9999.0,North,-9999.0,-,N/A,,Unknown,0,2014-07-14 13:51:00<br />
10:51 AM,75.2,69.8,83,-9999,-9999.0,North,-9999.0,-,N/A,,Unknown,0,2014-07-14 14:51:00<br />
11:51 AM,77.0,71.1,82,29.91,6.0,Calm,Calm,-,N/A,,Haze,0,2014-07-14 15:51:00<br />
12:51 PM,79.0,70.0,74,29.91,7.0,Calm,Calm,-,N/A,,Overcast,0,2014-07-14 16:51:00<br />
1:51 PM,81.0,73.0,77,29.89,7.0,Calm,Calm,-,N/A,,Overcast,0,2014-07-14 17:51:00<br />
2:51 PM,82.0,71.1,69,29.87,7.0,South,3.5,-,N/A,,Overcast,170,2014-07-14 18:51:00<br />
3:16 PM,82.0,70.0,67,29.90,8.0,Calm,Calm,-,N/A,,Overcast,0,2014-07-14 19:16:00<br />
3:51 PM,82.9,72.0,69,29.85,8.0,Variable,3.5,-,N/A,,Mostly Cloudy,0,2014-07-14 19:51:00<br />
4:51 PM,81.0,72.0,74,29.84,7.0,North,-9999.0,-,N/A,,Mostly Cloudy,0,2014-07-14 20:51:00<br />
5:51 PM,79.0,72.0,79,29.83,7.0,Variable,5.8,-,N/A,,Partly Cloudy,0,2014-07-14 21:51:00<br />
6:51 PM,78.1,72.0,81,29.83,5.0,Variable,5.8,-,0.00,Rain,Light Rain,0,2014-07-14 22:51:00<br />
7:03 PM,75.0,72.0,90,29.86,1.0,WNW,3.5,-,0.05,Rain,Rain,290,2014-07-14 23:03:00<br />
7:11 PM,75.0,72.0,90,29.87,3.0,Calm,Calm,-,0.05,Rain,Light Rain,0,2014-07-14 23:11:00<br />
7:51 PM,75.0,73.0,94,29.85,4.0,East,3.5,-,0.05,,Mostly Cloudy,100,2014-07-14 23:51:00<br />
7:58 PM,75.0,73.0,94,29.88,2.5,Calm,Calm,-,N/A,,Overcast,0,2014-07-14 23:58:00<br />
8:12 PM,75.0,73.0,94,29.88,3.0,Calm,Calm,-,0.00,Rain,Light Rain,0,2014-07-15 00:12:00<br />
8:16 PM,73.9,72.0,93,29.89,1.8,West,4.6,-,0.02,Rain,Heavy Rain,270,2014-07-15 00:16:00<br />
8:25 PM,75.0,72.0,90,29.88,1.0,Calm,Calm,-,0.08,Rain,Heavy Rain,0,2014-07-15 00:25:00<br />
8:38 PM,73.9,72.0,93,29.88,3.0,Variable,4.6,-,0.15,Rain,Light Rain,0,2014-07-15 00:38:00<br />
8:51 PM,73.9,72.0,93,29.86,2.0,Variable,3.5,-,0.18,Rain,Light Rain,0,2014-07-15 00:51:00<br />
8:57 PM,73.9,72.0,93,29.89,1.8,Calm,Calm,-,0.00,Rain,Light Rain,0,2014-07-15 00:57:00<br />
9:06 PM,73.9,72.0,93,29.90,2.0,Calm,Calm,-,0.01,Rain,Light Rain,0,2014-07-15 01:06:00<br />
9:23 PM,73.9,72.0,93,29.90,3.0,Variable,4.6,-,0.01,Rain,Light Rain,0,2014-07-15 01:23:00<br />
9:29 PM,73.9,72.0,93,29.90,3.0,Variable,4.6,-,0.02,Rain,Light Rain,0,2014-07-15 01:29:00<br />
9:37 PM,73.9,72.0,93,29.89,2.5,Calm,Calm,-,0.03,Rain,Light Rain,0,2014-07-15 01:37:00<br />
9:51 PM,73.9,72.0,93,29.87,1.8,Variable,3.5,-,0.04,Rain,Rain,0,2014-07-15 01:51:00<br />
10:04 PM,73.9,72.0,93,29.90,2.0,SSE,5.8,-,0.03,Rain,Light Rain,160,2014-07-15 02:04:00<br />
10:21 PM,73.0,71.1,93,29.88,3.0,Calm,Calm,-,0.06,Rain,Light Rain,0,2014-07-15 02:21:00<br />
10:29 PM,73.0,71.1,93,29.89,2.5,Variable,3.5,-,0.07,Rain,Light Rain,0,2014-07-15 02:29:00<br />
10:51 PM,73.0,71.1,93,29.85,2.5,Variable,5.8,-,0.13,Rain,Light Rain,0,2014-07-15 02:51:00<br />
11:00 PM,73.0,71.1,93,29.87,3.0,Variable,5.8,-,0.00,Rain,Light Rain,0,2014-07-15 03:00:00<br />
11:09 PM,73.0,71.1,93,29.87,2.0,Variable,5.8,-,0.03,Rain,Rain,0,2014-07-15 03:09:00<br />
11:15 PM,73.0,71.1,93,29.87,3.0,Variable,5.8,-,0.04,Rain,Light Rain,0,2014-07-15 03:15:00<br />
11:51 PM,73.0,71.1,93,29.83,5.0,Variable,4.6,-,0.05,Rain,Light Rain,0,2014-07-15 03:51:00<br />
12:22 AM,73.0,71.1,93,29.85,5.0,Calm,Calm,-,0.01,,Mostly Cloudy,0,2014-07-15 04:22:00<br />
12:51 AM,73.0,71.1,93,29.81,4.0,Variable,4.6,-,0.01,,Mostly Cloudy,0,2014-07-15 04:51:00<br />
1:51 AM,73.0,71.1,93,29.81,5.0,Variable,3.5,-,N/A,,Overcast,0,2014-07-15 05:51:00<br />
2:06 AM,73.0,71.1,93,29.83,5.0,Calm,Calm,-,N/A,,Overcast,0,2014-07-15 06:06:00<br />
2:51 AM,73.0,71.1,93,29.81,4.0,Variable,4.6,-,N/A,,Overcast,0,2014-07-15 06:51:00<br />
3:51 AM,73.0,71.1,93,29.79,5.0,Variable,5.8,-,N/A,,Overcast,0,2014-07-15 07:51:00<br />
